date,time,time_interval,temp
5/22/18,0:09:18,,28
5/22/18,0:11:19,0:02:01,28.062
5/22/18,0:13:20,0:02:01,28.062
5/22/18,0:15:21,0:02:01,28.125
5/22/18,0:17:22,0:02:01,28.187
5/22/18,0:19:23,0:02:01,28.25
5/22/18,0:21:24,0:02:01,28.312
5/22/18,0:23:25,0:02:01,28.5
5/22/18,0:25:26,0:02:01,28.562
5/22/18,0:27:27,0:02:01,28.5
5/22/18,0:29:28,0:02:01,28.562
5/22/18,0:31:28,0:02:00,28.812
5/22/18,0:33:29,0:02:01,28.625
5/22/18,0:35:30,0:02:01,28.562
5/22/18,0:37:31,0:02:01,28.5
